,occurrence_no,Locality,county_original,state,cc
568,794886,Beaufort West,Beaufort West,Western Cape,ZA
569,794886,Beaufort West,Beaufort West,Western Cape,ZA
570,794886,Beaufort West,Beaufort West,Western Cape,ZA
571,794886,Beaufort West,Beaufort West,Western Cape,ZA
572,794886,Beaufort West,Beaufort West,Western Cape,ZA
573,794886,Beaufort West,Beaufort West,Western Cape,ZA
574,794886,Beaufort West,Beaufort West,Western Cape,ZA
575,794887,Beaufort West,Beaufort West,Western Cape,ZA
576,794888,Beaufort West,Beaufort West,Western Cape,ZA
577,794888,Beaufort West,Beaufort West,Western Cape,ZA
578,794888,Beaufort West,Beaufort West,Western Cape,ZA
579,794888,Beaufort West,Beaufort West,Western Cape,ZA
580,794888,Beaufort West,Beaufort West,Western Cape,ZA
581,794889,Beaufort West,Beaufort West,Western Cape,ZA
582,794890,Beaufort West,Beaufort West,Western Cape,ZA
583,794892,Beaufort West,Beaufort West,Western Cape,ZA
584,794893,Beaufort West,Beaufort West,Western Cape,ZA
585,794894,Beaufort West,Beaufort West,Western Cape,ZA
586,794894,Beaufort West,Beaufort West,Western Cape,ZA
587,794894,Beaufort West,Beaufort West,Western Cape,ZA
588,794894,Beaufort West,Beaufort West,Western Cape,ZA
589,794894,Beaufort West,Beaufort West,Western Cape,ZA
590,794894,Beaufort West,Beaufort West,Western Cape,ZA
591,794894,Beaufort West,Beaufort West,Western Cape,ZA
592,794896,Beaufort West,Beaufort West,Western Cape,ZA
593,794897,Beaufort West,Beaufort West,Western Cape,ZA
594,794898,Beaufort West,Beaufort West,Western Cape,ZA
595,794898,Beaufort West,Beaufort West,Western Cape,ZA
596,794898,Beaufort West,Beaufort West,Western Cape,ZA
597,794898,Beaufort West,Beaufort West,Western Cape,ZA
598,794899,Beaufort West,Beaufort West,Western Cape,ZA
599,794899,Beaufort West,Beaufort West,Western Cape,ZA
600,794899,Beaufort West,Beaufort West,Western Cape,ZA
601,794899,Beaufort West,Beaufort West,Western Cape,ZA
602,794899,Beaufort West,Beaufort West,Western Cape,ZA
603,794900,Beaufort West,Beaufort West,Western Cape,ZA
604,794902,Beaufort West,Beaufort West,Western Cape,ZA
605,794903,Beaufort West,Beaufort West,Western Cape,ZA
606,795314,Vyazniki,Vyazniki,Vladimir,RU
607,795360,Vyazniki,Vyazniki,Vladimir,RU
608,795361,Tonshaevo,Tonshaevo,Nizhnii Novgorod,RU
609,795425,Prince Albert,Prince Albert,Western Cape,ZA
610,796173,Krasnopartizan,Krasnopartizan,Orenburg,RU
611,796174,Krasnopartizan,Krasnopartizan,Orenburg,RU
612,796175,Krasnopartizan,Krasnopartizan,Orenburg,RU
613,797626,Mezen',Mezen',Arkhangelsk,RU
614,797626,Mezen',Mezen',Arkhangelsk,RU
615,797626,Mezen',Mezen',Arkhangelsk,RU
616,797626,Mezen',Mezen',Arkhangelsk,RU
617,797626,Mezen',Mezen',Arkhangelsk,RU
618,797626,Mezen',Mezen',Arkhangelsk,RU
619,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
620,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
621,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
622,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
623,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
624,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
625,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
626,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
627,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
628,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
629,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
630,797634,Leshukonskoe,Leshukonskoe,Arkhangelsk,RU
631,797657,Blaine,Blaine,Oklahoma,US
632,799684,Malmysh,Malmysh,Kirov,RU
633,799800,Grant,Grant,Oklahoma,US
634,799801,Grant,Grant,Oklahoma,US
635,799802,Grant,Grant,Oklahoma,US
636,800149,Ocher,Ocher,Perm,RU
637,800149,Ocher,Ocher,Perm,RU
638,800149,Ocher,Ocher,Perm,RU
639,800924,Ocher,Ocher,Perm,RU
640,807186,,,,AA
641,807229,,,,AA
642,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
643,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
644,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
645,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
646,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
647,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
648,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
649,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
650,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
651,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
652,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
653,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
654,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
655,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
656,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
657,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
658,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
659,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
660,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
661,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
662,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
663,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
664,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
665,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
666,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
667,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
668,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
669,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
670,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
671,807686,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
672,807746,Rio Negro,,Rio Negro,AR
673,807747,Kopanong,Kopanong,Free State,ZA
674,807747,Kopanong,Kopanong,Free State,ZA
675,807747,Kopanong,Kopanong,Free State,ZA
676,807747,Kopanong,Kopanong,Free State,ZA
677,807747,Kopanong,Kopanong,Free State,ZA
678,807747,Kopanong,Kopanong,Free State,ZA
679,811550,Somerset,Somerset,England,UK
680,811669,Hants County,Hants County,Nova Scotia,CA
681,811680,Kings County,Kings County,Nova Scotia,CA
682,814160,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
683,814160,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
684,814160,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
685,814160,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
686,814160,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
687,814375,Warwickshire,Warwickshire,England,UK
688,814377,Warwickshire,Warwickshire,England,UK
689,814503,Prince Albert,Prince Albert,Western Cape,ZA
690,814506,Cotton,Cotton,Oklahoma,US
691,814507,Cotton,Cotton,Oklahoma,US
692,814508,Cotton,Cotton,Oklahoma,US
693,814509,Cotton,Cotton,Oklahoma,US
694,817103,Rio Arriba,Rio Arriba,New Mexico,US
695,821617,Knox,Knox,Texas,US
696,821619,Knox,Knox,Texas,US
697,829992,Fremont,Fremont,Wyoming,US
698,832695,Apache,Apache,Arizona,US
699,832700,Moray,Moray,Scotland,UK
700,832701,Moray,Moray,Scotland,UK
701,832702,Moray,Moray,Scotland,UK
702,832703,Moray,Moray,Scotland,UK
703,832704,Moray,Moray,Scotland,UK
704,832706,Moray,Moray,Scotland,UK
705,832707,Moray,Moray,Scotland,UK
706,837170,Navajo,Navajo,Arizona,US
707,838921,Apache,Apache,Arizona,US
708,838926,Apache,Apache,Arizona,US
709,838957,Apache,Apache,Arizona,US
710,839584,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
711,839585,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
712,839586,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
713,842376,Coconino,Coconino,Arizona,US
714,842777,Coconino,Coconino,Arizona,US
715,842787,Coconino,Coconino,Arizona,US
716,843112,Montgomery,Montgomery,North Carolina,US
717,843441,Rio Grande do Sul,,Rio Grande do Sul,BR
718,846857,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
719,846858,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
720,846859,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
721,846860,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
722,846861,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
723,846863,Meurthe-et-Moselle,Meurthe-et-Moselle,Lorraine,FR
724,850788,Gansu,,Gansu,CN
725,851017,Ikwezi,Ikwezi,Eastern Cape,ZA
726,851017,Ikwezi,Ikwezi,Eastern Cape,ZA
727,851071,Beaufort West,Beaufort West,Western Cape,ZA
728,851243,Prince Albert,Prince Albert,Western Cape,ZA
729,851244,Prince Albert,Prince Albert,Western Cape,ZA
730,853376,Prince Albert,Prince Albert,Western Cape,ZA
731,853380,Prince Albert,Prince Albert,Eastern Cape,ZA
732,853381,Prince Albert,Prince Albert,Western Cape,ZA
733,853382,Eastern Cape,,Eastern Cape,ZA
734,853383,Prince Albert,Prince Albert,Western Cape,ZA
735,853384,Prince Albert,Prince Albert,Western Cape,ZA
736,853657,Monroe,Monroe,Ohio,US
737,853659,Comanche,Comanche,Oklahoma,US
738,868180,Toliara,,Toliara,MG
739,868181,Toliara,,Toliara,MG
740,868182,Toliara,,Toliara,MG
741,868182,Toliara,,Toliara,MG
742,868183,Toliara,,Toliara,MG
743,868183,Toliara,,Toliara,MG
744,868563,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
745,877606,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
746,877607,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
747,877611,Sol'-Iletskiy,Sol'-Iletskiy,Orenburg,RU
748,877612,Sol'-Iletskiy,Sol'-Iletskiy,Orenburg,RU
749,877613,Sol'-Iletskiy,Sol'-Iletskiy,Orenburg,RU
750,877641,Bashkortostan,,Bashkortostan,RU
751,877642,Bashkortostan,,Bashkortostan,RU
752,879455,Sol'-Iletsk,Sol'-Iletsk,Orenburg,RU
753,890994,Rio Grande do Sul,,Rio Grande do Sul,BR
754,890996,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
755,891052,Mendoza,,Mendoza,AR
756,891052,Mendoza,,Mendoza,AR
757,891052,Mendoza,,Mendoza,AR
758,891052,Mendoza,,Mendoza,AR
759,891091,Paul Roux,Paul Roux,Free State,ZA
760,891092,Paul Roux,Paul Roux,Free State,ZA
761,891093,Kestell,Kestell,Free State,ZA
762,891094,Bethlehem,Bethlehem,Free State,ZA
763,891095,Marquard,Marquard,Free State,ZA
764,891096,Senekal,Senekal,Free State,ZA
765,891096,Senekal,Senekal,Free State,ZA
766,891097,Thabo Mofutsanyana,Thabo Mofutsanyana,Free State,ZA
767,891098,Rouxville,Rouxville,Free State,ZA
768,891099,Rouxville,Rouxville,Free State,ZA
769,891100,Tarkastad,Tarkastad,Eastern Cape,ZA
770,891101,San Juan,,San Juan,AR
771,891102,Agudo,Agudo,Rio Grande do Sul,BR
772,891104,West Bengal,,West Bengal,IN
773,891116,Adilabad,Adilabad,Andhra Pradesh,IN
774,891132,Mendoza,,Mendoza,AR
775,895278,Santa Maria,Santa Maria,Rio Grande do Sul,BR
776,895280,Rio Grande do Sul,,Rio Grande do Sul,BR
777,895281,Rio Grande do Sul,,Rio Grande do Sul,BR
778,895283,Rio Grande do Sul,,Rio Grande do Sul,BR
779,895285,Rio Grande do Sul,,Rio Grande do Sul,BR
780,895286,Rio Grande do Sul,,Rio Grande do Sul,BR
781,895287,Rio Grande do Sul,,Rio Grande do Sul,BR
782,895290,Novo Cabrais,Novo Cabrais,Rio Grande do Sul,BR
783,895293,Novo Cabrais,Novo Cabrais,Rio Grande do Sul,BR
784,895296,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
785,895297,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
786,895298,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
787,895299,Paraiso do Sul,Paraiso do Sul,Rio Grande do Sul,BR
788,895943,Rio Grande do Sul,,Rio Grande do Sul,BR
789,895946,Rio Grande do Sul,,Rio Grande do Sul,BR
790,896004,Rio Grande do Sul,,Rio Grande do Sul,BR
791,896010,Shadol,Shadol,Madhya Pradesh,IN
792,896143,Rio Grande do Sul,,Rio Grande do Sul,BR
793,896149,Rio Grande do Sul,,Rio Grande do Sul,BR
794,896158,Rio Grande do Sul,,Rio Grande do Sul,BR
795,896160,Rio Grande do Sul,,Rio Grande do Sul,BR
796,896161,Rio Grande do Sul,,Rio Grande do Sul,BR
797,896162,Rio Grande do Sul,,Rio Grande do Sul,BR
798,896166,Schwabisch Hall,Schwabisch Hall,Baden-Wurttemberg,DE
799,896173,Chatham,Chatham,North Carolina,US
800,896174,Chatham,Chatham,North Carolina,US
801,896180,,,,AA
802,896181,,,,AA
803,896216,,,,ZM
804,896217,,,,ZM
805,896219,Eastern,,Eastern,ZM
806,896220,Eastern,,Eastern,ZM
807,896220,Eastern,,Eastern,ZM
808,896220,Eastern,,Eastern,ZM
809,896221,Eastern,,Eastern,ZM
810,896225,,,,ZM
811,896241,Eastern,,Eastern,ZM
812,896297,,,,
813,896299,,,,
814,896302,,,,
815,896303,,,,
816,896304,,,,
817,896305,,,,
818,896306,,,,
819,896313,,,,
820,896364,,,,
821,896364,,,,
822,896364,,,,
823,896364,,,,
824,896364,,,,
825,896364,,,,
826,896364,,,,
827,896671,,,,
828,896672,,,,
829,896673,,,,
830,896674,,,,
831,897131,Chatham,Chatham,North Carolina,US
832,897132,Chatham,Chatham,North Carolina,US
833,897136,,,,
834,897136,,,,
835,897136,,,,
836,897137,,,,
837,897143,,,,
838,897149,,,,
839,897150,,,,
840,897913,Eastern Cape,,Eastern Cape,ZA
841,900033,Toliara,,Toliara,MG
842,900034,Toliara,,Toliara,MG
843,902066,Shanxi,,Shanxi,CN
844,902402,Shanxi,,Shanxi,CN
845,902402,Shanxi,,Shanxi,CN
846,902403,Shanxi,,Shanxi,CN
847,902404,Shanxi,,Shanxi,CN
848,902405,Shanxi,,Shanxi,CN
849,902406,Shanxi,,Shanxi,CN
850,902408,Shanxi,,Shanxi,CN
851,902409,Yushe,Yushe,Shanxi,CN
852,902410,Yushe,Yushe,Shanxi,CN
853,902411,Shanxi,,Shanxi,CN
854,902412,Shanxi,,Shanxi,CN
855,902413,Shanxi,,Shanxi,CN
856,902416,Shanxi,,Shanxi,CN
857,902419,Shanxi,,Shanxi,CN
858,902420,Shanxi,,Shanxi,CN
859,906216,Mendoza,,Mendoza,AR
860,906217,Mendoza,,Mendoza,AR
861,906797,Eastern Cape,,Eastern Cape,ZA
862,906799,Eastern Cape,,Eastern Cape,ZA
863,906802,Eastern Cape,,Eastern Cape,ZA
864,906808,Eastern Cape,,Eastern Cape,ZA
865,906809,Eastern Cape,,Eastern Cape,ZA
866,906810,Eastern Cape,,Eastern Cape,ZA
867,907014,La Rioja,,La Rioja,AR
868,907133,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
869,907133,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
870,907133,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
871,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
872,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
873,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
874,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
875,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
876,907152,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
877,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
878,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
879,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
880,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
881,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
882,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
883,907153,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
884,920916,Andhra Pradesh,,Andhra Pradesh,IN
885,920917,Andhra Pradesh,,Andhra Pradesh,IN
886,920919,Mendoza,,Mendoza,AR
887,920920,Mendoza,,Mendoza,AR
888,920921,Mendoza,,Mendoza,AR
889,920921,Mendoza,,Mendoza,AR
890,920921,Mendoza,,Mendoza,AR
891,920923,Mendoza,,Mendoza,AR
892,920925,Mendoza,,Mendoza,AR
893,921143,Shahdol,Shahdol,Madhya Pradesh,IN
894,921144,Sterkstroom,Sterkstroom,Eastern Cape,ZA
895,921144,Sterkstroom,Sterkstroom,Eastern Cape,ZA
896,921144,Sterkstroom,Sterkstroom,Eastern Cape,ZA
897,921144,Sterkstroom,Sterkstroom,Eastern Cape,ZA
898,921145,Sterkstroom,Sterkstroom,Eastern Cape,ZA
899,921146,Sterkstroom,Sterkstroom,Eastern Cape,ZA
900,921148,Sterkstroom,Sterkstroom,Eastern Cape,ZA
901,921149,Sterkstroom,Sterkstroom,Eastern Cape,ZA
902,921150,Eastern Cape,,Eastern Cape,ZA
903,921151,Eastern Cape,,Eastern Cape,ZA
904,921152,Eastern Cape,,Eastern Cape,ZA
905,921153,Eastern Cape,,Eastern Cape,ZA
906,921154,Eastern Cape,,Eastern Cape,ZA
907,921155,,,,AA
908,921157,,,,AA
909,921160,Iringa,,Iringa,TZ
910,921161,Ruvuma,,Ruvuma,TZ
911,921166,Ruvuma,,Ruvuma,TZ
912,921168,Ruvuma,,Ruvuma,TZ
913,921172,Eastern Cape,,Eastern Cape,ZA
914,921173,San Juan,,San Juan,AR
915,922058,Rio Grande do Sul,,Rio Grande do Sul,BR
916,922059,Rio Grande do Sul,,Rio Grande do Sul,BR
917,922060,Rio Grande do Sul,,Rio Grande do Sul,BR
918,922061,Rio Grande do Sul,,Rio Grande do Sul,BR
919,922130,Rio Grande do Sul,,Rio Grande do Sul,BR
920,922131,Rio Grande do Sul,,Rio Grande do Sul,BR
921,922131,Rio Grande do Sul,,Rio Grande do Sul,BR
922,922132,Rio Grande do Sul,,Rio Grande do Sul,BR
923,922133,La Rioja,,La Rioja,AR
924,922154,La Rioja,,La Rioja,AR
925,922155,La Rioja,,La Rioja,AR
926,922660,,,,AA
927,922660,,,,AA
928,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
929,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
930,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
931,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
932,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
933,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
934,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
935,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
936,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
937,922661,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
938,922662,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
939,922662,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
940,922667,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
941,922668,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
942,922669,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
943,922670,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
944,922671,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
945,922672,Maluti-A-Phofung,Maluti-A-Phofung,Free State,ZA
946,922674,Free State,,Free State,ZA
947,922677,Free State,,Free State,ZA
948,922678,Free State,,Free State,ZA
949,922680,Free State,,Free State,ZA
950,922681,Uthukela,Uthukela,Kwazulu-Natal,ZA
951,922682,Uthukela,Uthukela,Kwazulu-Natal,ZA
952,922683,Uthukela,Uthukela,Kwazulu-Natal,ZA
953,922684,Uthukela,Uthukela,Kwazulu-Natal,ZA
954,922686,Bom Retiro do Sul,Bom Retiro do Sul,Rio Grande do Sul,BR
955,922698,Drakensburg,Drakensburg,Eastern Cape,ZA
956,922699,Drakensburg,Drakensburg,Eastern Cape,ZA
957,922700,Drakensburg,Drakensburg,Eastern Cape,ZA
958,922702,Free State,,Free State,ZA
959,922703,Free State,,Free State,ZA
960,922704,Free State,,Free State,ZA
961,922704,Free State,,Free State,ZA
962,922704,Free State,,Free State,ZA
963,922704,Free State,,Free State,ZA
964,922707,Bergville,Bergville,KwaZulu-Natal,ZA
965,922708,Bergville,Bergville,KwaZulu-Natal,ZA
966,922709,Bergville,Bergville,KwaZulu-Natal,ZA
967,922710,Bergville,Bergville,KwaZulu-Natal,ZA
968,922711,Kopanong,Kopanong,Free State,ZA
969,922712,Kopanong,Kopanong,Free State,ZA
970,922713,Kopanong,Kopanong,Free State,ZA
971,922714,Kopanong,Kopanong,Free State,ZA
972,922715,Kopanong,Kopanong,Free State,ZA
973,922717,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
974,922718,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
975,922719,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
976,922720,Eastern Cape,,Eastern Cape,ZA
977,922722,Eastern Cape,,Eastern Cape,ZA
978,922723,Eastern Cape,,Eastern Cape,ZA
979,922724,Eastern Cape,,Eastern Cape,ZA
980,922725,Eastern Cape,,Eastern Cape,ZA
981,922726,Eastern Cape,,Eastern Cape,ZA
982,922727,Eastern Cape,,Eastern Cape,ZA
983,922728,Eastern Cape,,Eastern Cape,ZA
984,922729,Eastern Cape,,Eastern Cape,ZA
985,923079,Rio Grande do Sul,,Rio Grande do Sul,BR
986,923079,Rio Grande do Sul,,Rio Grande do Sul,BR
987,923079,Rio Grande do Sul,,Rio Grande do Sul,BR
988,923079,Rio Grande do Sul,,Rio Grande do Sul,BR
989,923079,Rio Grande do Sul,,Rio Grande do Sul,BR
990,923084,General Lavalle,General Lavalle,La Rioja,AR
991,923099,San Juan,,San Juan,AR
992,923100,Ruvuma,,Ruvuma,TZ
993,923120,East Greenland,,East Greenland,GL
994,923120,East Greenland,,East Greenland,GL
995,923198,Noupoort,Noupoort,Northern Cape,ZA
996,923199,Noupoort,Noupoort,Northern Cape,ZA
997,923200,Noupoort,Noupoort,Northern Cape,ZA
998,923777,Eastern Cape,,Eastern Cape,ZA
999,923778,Eastern Cape,,Eastern Cape,ZA
1000,923779,Eastern Cape,,Eastern Cape,ZA
1001,923780,Eastern Cape,,Eastern Cape,ZA
1002,923780,Eastern Cape,,Eastern Cape,ZA
1003,923781,Eastern Cape,,Eastern Cape,ZA
1004,923782,Eastern Cape,,Eastern Cape,ZA
1005,923783,Eastern Cape,,Eastern Cape,ZA
1006,923784,Eastern Cape,,Eastern Cape,ZA
1007,923786,Eastern Cape,,Eastern Cape,ZA
1008,923787,Eastern Cape,,Eastern Cape,ZA
1009,923797,Mohale's Hoek,,Mohale's Hoek,LS
1010,923797,Mohale's Hoek,,Mohale's Hoek,LS
1011,923799,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1012,923799,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1013,923799,Sterkstroom,Sterkstroom,Eastern Cape,ZA
1014,924723,Rio Grande do Sul,,Rio Grande do Sul,BR
1015,924731,Rio Grande do Sul,,Rio Grande do Sul,BR
1016,924731,Rio Grande do Sul,,Rio Grande do Sul,BR
1017,924731,Rio Grande do Sul,,Rio Grande do Sul,BR
1018,924731,Rio Grande do Sul,,Rio Grande do Sul,BR
1019,924733,Rio Grande do Sul,,Rio Grande do Sul,BR
1020,930803,Rio Grande do Sul,,Rio Grande do Sul,BR
1021,930808,Rio Grande do Sul,,Rio Grande do Sul,BR
1022,930810,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1023,930811,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1024,931101,Sao Gabriel,Sao Gabriel,Rio Grande do Sul,BR
1025,931102,East Greenland,,East Greenland,GL
1026,931126,Leribe,,Leribe,LS
1027,934036,Chatham,Chatham,North Carolina,US
1028,945307,Kusel,Kusel,Rhineland-Palatinate,DE
1029,959272,Xinjiang,,Xinjiang,CN
1030,961539,Shahdol,Shahdol,Madhya Pradesh,IN
1031,965831,Marrakech,,Marrakech,MA
1032,966757,Gaume,,Gaume,BE
1033,966758,Gaume,,Gaume,BE
1034,966759,Gaume,,Gaume,BE
1035,966760,Gaume,,Gaume,BE
1036,966763,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1037,966764,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1038,966765,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
1039,966766,Gaume,,Gaume,BE
1040,968514,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1041,968981,Anderson,Anderson,Kansas,US
1042,969252,Graaff-Reinet,Graaff-Reinet,Eastern Cape,ZA
1043,970672,Batken,,Batken,KG
1044,976212,Murraysburg,Murraysburg,Western Cape,ZA
1045,976213,Murraysburg,Murraysburg,Western Cape,ZA
1046,980037,Stormberg,Stormberg,Eastern Cape,ZA
1047,980038,Stormberg,Stormberg,Eastern Cape,ZA
1048,980056,Free State,,Free State,ZA
1049,980057,Free State,,Free State,ZA
1050,980058,Free State,,Free State,ZA
1051,980059,Free State,,Free State,ZA
1052,980062,Eastern Cape,,Eastern Cape,ZA
1053,980063,Eastern Cape,,Eastern Cape,ZA
1054,980070,West Bengal,,West Bengal,IN
1055,980075,West Bengal,,West Bengal,IN
1056,983910,Candelaria,Candelaria,Rio Grande do Sul,BR
1057,983911,Candelaria,Candelaria,Rio Grande do Sul,BR
1058,986757,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1059,986759,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1060,986759,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1061,986760,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1062,986761,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1063,986762,Ukhahlamba,Ukhahlamba,Eastern Cape,ZA
1064,992442,Kotelnichskii,Kotelnichskii,Kirov,RU
1065,992442,Kotelnichskii,Kotelnichskii,Kirov,RU
1066,992443,Kotelnichskii,Kotelnichskii,Kirov,RU
1067,992444,Kotelnich,Kotelnich,Kirov,RU
1068,992444,Kotelnich,Kotelnich,Kirov,RU
1069,992444,Kotelnich,Kotelnich,Kirov,RU
1070,992444,Kotelnich,Kotelnich,Kirov,RU
1071,992444,Kotelnich,Kotelnich,Kirov,RU
